FIPS,CountyState,Latitude,Longitude,State,Type,Region,VoteDemocratic2016,VoteRepublican2016,VotesTotal2016,DifferenceVotes2016,PercentageDemocratic2016,PercentageRepublican2016,DemocratOrRepublican,X15,C Income/Capita,College2014,BlackPercentage,AsianPercentage,HispanicPercentage,ForeignBornPercentage,PovertyPercentage2014,PopulationDensity,LandArea,Obese2013,MedianIncomeHousehold2014
13013,"Berrien County, Georgia",31.233031,-83.22639,GA,County,Atlantic-S,1047,5422,6590,4375,0.16,0.82,0,,16784,0.43,0.11,0.01,0.05,0.03,0.23,42.7,452,0.35,35078
13015,"Bibb County, Georgia",32.829689,-83.6652,GA,County,Atlantic-S,36787,24043,62585,-12744,0.59,0.38,1,,20982,0.5,0.53,0.02,0.03,0.04,0.25,622.2,250,0.31,36014
13017,"Bleckley County, Georgia",32.403725,-83.3351,GA,County,Atlantic-S,1101,3719,4974,2618,0.22,0.75,0,,20156,0.38,0.27,0.01,0.03,0.02,0.23,60.5,216,0.3,40454
13019,"Brantley County, Georgia",31.200683,-81.99733,GA,County,Atlantic-S,619,5567,6301,4948,0.1,0.88,0,,16938,0.33,0.03,0,0.02,0.01,0.22,41.7,442,0.33,36865
13021,"Brooks County, Georgia",30.850636,-83.57673,GA,County,Atlantic-S,2528,3701,6336,1173,0.4,0.58,0,,19409,0.4,0.35,0,0.06,0.03,0.24,32.9,493,0.34,32903
13023,"Bryan County, Georgia",32.050651,-81.44085,GA,County,Atlantic-S,4014,10529,15173,6515,0.27,0.69,0,,27556,0.62,0.15,0.02,0.06,0.03,0.12,69.3,436,0.29,66556
13025,"Bulloch County, Georgia",32.4159,-81.78193,GA,County,Atlantic-S,9261,15097,25315,5836,0.37,0.6,0,,18587,0.56,0.29,0.02,0.04,0.04,0.31,104.3,673,0.34,36315
13027,"Burke County, Georgia",33.054157,-82.00646,GA,County,Atlantic-S,4731,4491,9351,-240,0.51,0.48,1,,16171,0.37,0.48,0,0.03,0.02,0.34,28.2,827,0.32,35055
13029,"Butts County, Georgia",33.296354,-83.95953,GA,County,Atlantic-S,2566,6717,9514,4151,0.27,0.71,0,,20363,0.34,0.28,0.01,0.03,0.03,0.15,128.6,184,0.29,41505
13031,"Calhoun County, Georgia",31.518459,-84.65398,GA,County,Atlantic-S,1179,830,2025,-349,0.58,0.41,1,,14868,0.31,0.61,0.01,0.05,0.05,0.39,23.9,280,0.34,30760
13033,"Camden County, Georgia",30.868376,-81.65494,GA,County,Atlantic-S,5930,12310,18901,6380,0.31,0.65,0,,22701,0.6,0.19,0.02,0.06,0.02,0.16,82.4,613,0.32,51793
13035,"Candler County, Georgia",32.407215,-82.05754,GA,County,Atlantic-S,1026,2664,3763,1638,0.27,0.71,0,,17974,0.37,0.25,0.01,0.11,0.07,0.26,45.3,243,0.3,31829
13037,"Carroll County, Georgia",33.60442,-85.074700000000007,GA,County,Atlantic-S,12464,30029,44120,17565,0.28,0.68,0,,21227,0.44,0.19,0.01,0.06,0.04,0.19,221.5,499,0.32,43442
13039,"Catoosa County, Georgia",34.925169,-85.17376,GA,County,Atlantic-S,4771,20876,26755,16105,0.18,0.78,0,,21690,0.52,0.03,0.01,0.03,0.02,0.14,394.7,162,0.28,50728
13043,"Charlton County, Georgia",30.782826,-82.05093,GA,County,Atlantic-S,1004,2951,4016,1947,0.25,0.73,0,,17102,0.35,0.32,0.01,0.03,0.07,0.2,15.7,774,0.32,34312
13045,"Chatham County, Georgia",32.047559,-81.10716,GA,County,Atlantic-S,62290,45688,112140,-16602,0.56,0.41,1,,25093,0.62,0.4,0.03,0.06,0.06,0.19,622.4,426,0.31,50154
13047,"Chattahoochee County, Georgia",32.301665,-84.7762,GA,County,Atlantic-S,594,751,1390,157,0.43,0.54,0,,20042,0.67,0.18,0.02,0.14,0.05,0.12,45.2,249,0.27,45933
13049,"Chattooga County, Georgia",34.481702,-85.35433,GA,County,Atlantic-S,1613,6462,8252,4849,0.2,0.78,0,,16045,0.3,0.1,0.01,0.05,0.03,0.24,83.1,313,0.34,34830
13051,"Cherokee County, Georgia",34.20912,-84.48427,GA,County,Atlantic-S,25231,80649,112039,55418,0.23,0.72,0,,29615,0.65,0.06,0.02,0.09,0.08,0.1,507.9,422,0.27,71168
13053,"Clarke County, Georgia",33.954747,-83.38011,GA,County,Atlantic-S,29603,12717,44976,-16886,0.66,0.28,1,,19295,0.63,0.27,0.04,0.1,0.1,0.37,980.8,119,0.25,31487
13055,"Clay County, Georgia",31.621252,-84.99287,GA,County,Atlantic-S,697,566,1273,-131,0.55,0.44,1,,12982,0.34,0.6,0.01,0.01,0.01,0.44,16.3,195,0.3,27512
13057,"Clayton County, Georgia",33.566178,-84.36559,GA,County,Atlantic-S,78220,12645,92846,-65575,0.84,0.14,1,,17950,0.5,0.68,0.05,0.13,0.15,0.24,1826.9,142,0.38,42985
13059,"Clinch County, Georgia",30.945683,-82.71667,GA,County,Atlantic-S,686,1727,2455,1041,0.28,0.7,0,,17815,0.34,0.28,0,0.04,0.03,0.29,8.5,800,0.3,31577
13061,"Cobb County, Georgia",33.935535,-84.55928,GA,County,Atlantic-S,160121,152912,330802,-7209,0.48,0.46,1,,33069,0.71,0.27,0.05,0.12,0.14,0.13,2023.8,340,0.23,66970
13063,"Coffee County, Georgia",31.537784,-82.83976,GA,County,Atlantic-S,4094,9588,13915,5494,0.29,0.69,0,,17031,0.37,0.28,0.01,0.1,0.06,0.24,73.7,575,0.35,33125
13065,"Colquitt County, Georgia",31.185419,-83.77965,GA,County,Atlantic-S,3463,9898,13624,6435,0.25,0.73,0,,17025,0.35,0.23,0.01,0.17,0.11,0.27,83.6,544,0.35,33509
13067,"Columbia County, Georgia",33.512018,-82.17458,GA,County,Atlantic-S,18887,43085,64740,24198,0.29,0.67,0,,30949,0.66,0.17,0.04,0.05,0.06,0.08,427.8,290,0.3,68067
13069,"Cook County, Georgia",31.154793,-83.42936,GA,County,Atlantic-S,1753,4176,6057,2423,0.29,0.69,0,,18592,0.38,0.28,0.01,0.06,0.03,0.23,75.8,227,0.31,32408
13071,"Coweta County, Georgia",33.355881,-84.75216,GA,County,Atlantic-S,16583,42533,61744,25950,0.27,0.69,0,,26757,0.56,0.18,0.02,0.06,0.05,0.13,288.7,441,0.27,60809
13073,"Crawford County, Georgia",32.709958,-83.97783,GA,County,Atlantic-S,1421,3635,5176,2214,0.28,0.7,0,,20556,0.39,0.21,0,0.03,0.01,0.21,38.9,325,0.27,43111
13075,"Crisp County, Georgia",31.935851,-83.76751,GA,County,Atlantic-S,2837,4549,7512,1712,0.38,0.61,0,,18185,0.43,0.44,0.01,0.03,0.02,0.31,85.9,273,0.31,31176
13077,"Dade County, Georgia",34.863615,-85.50164,GA,County,Atlantic-S,965,5051,6242,4086,0.16,0.81,0,,21690,0.45,0.01,0.01,0.02,0.02,0.16,95.6,174,0.32,42953
13079,"Dawson County, Georgia",34.422163,-84.12662,GA,County,Atlantic-S,1448,9900,11765,8452,0.12,0.84,0,,27330,0.56,0.01,0.01,0.04,0.04,0.16,105.8,211,0.28,57491
13081,"Decatur County, Georgia",30.884222,-84.57036,GA,County,Atlantic-S,4124,6020,10285,1896,0.4,0.59,0,,18059,0.44,0.41,0.01,0.06,0.03,0.27,46.6,597,0.3,33968
13083,"DeKalb County, Georgia",33.790944,-84.25768,GA,County,Atlantic-S,251370,51468,314744,-199902,0.8,0.16,1,,28810,0.67,0.55,0.05,0.09,0.16,0.19,2581.7,268,0.27,50597
13085,"Dodge County, Georgia",32.180813,-83.16691,GA,County,Atlantic-S,1839,5021,7009,3182,0.26,0.72,0,,18114,0.37,0.3,0.01,0.04,0.02,0.2,43.9,496,0.29,32293
13087,"Dooly County, Georgia",32.16015,-83.79394,GA,County,Atlantic-S,1872,1951,3859,79,0.49,0.51,0,,14510,0.3,0.5,0.01,0.07,0.04,0.29,38.1,392,0.35,31103
13089,"Dougherty County, Georgia",31.572874,-84.1632,GA,County,Atlantic-S,23311,10232,34087,-13079,0.68,0.3,1,,18619,0.52,0.68,0.01,0.03,0.02,0.31,287.4,329,0.34,32150
13091,"Douglas County, Georgia",33.736475,-84.73197,GA,County,Atlantic-S,31005,24817,57731,-6188,0.54,0.43,1,,23626,0.56,0.42,0.02,0.08,0.08,0.16,662,200,0.32,54581
13093,"Early County, Georgia",31.311249,-84.93613,GA,County,Atlantic-S,2168,2552,4785,384,0.45,0.53,0,,17579,0.41,0.5,0.01,0.02,0.01,0.32,21.5,513,0.32,34906
13095,"Echols County, Georgia",30.706915,-82.93745,GA,County,Atlantic-S,156,1007,1182,851,0.13,0.85,0,,15861,0.33,0.05,0,0.29,0.17,0.31,9.7,415,0.28,34444
13097,"Effingham County, Georgia",32.340699,-81.32947,GA,County,Atlantic-S,4853,17874,23458,13021,0.21,0.76,0,,24824,0.49,0.14,0.01,0.03,0.02,0.11,109.3,478,0.35,61195
13099,"Elbert County, Georgia",34.129674,-82.87472,GA,County,Atlantic-S,2539,5292,7987,2753,0.32,0.66,0,,18835,0.3,0.3,0.01,0.05,0.03,0.2,57.5,351,0.31,35351
13101,"Emanuel County, Georgia",32.591877,-82.29541,GA,County,Atlantic-S,2435,5335,7860,2900,0.31,0.68,0,,17064,0.36,0.34,0.01,0.05,0.01,0.29,33.2,681,0.36,30119
13103,"Evans County, Georgia",32.161606,-81.90776,GA,County,Atlantic-S,1130,2404,3613,1274,0.31,0.67,0,,18998,0.38,0.31,0.01,0.12,0.06,0.28,60.1,183,0.34,33293
13105,"Fannin County, Georgia",34.886639,-84.30422,GA,County,Atlantic-S,1923,9632,11812,7709,0.16,0.82,0,,19164,0.41,0.01,0,0.02,0.01,0.23,61.2,387,0.26,37813
13107,"Fayette County, Georgia",33.428956,-84.5053,GA,County,Atlantic-S,23284,35048,60913,11764,0.38,0.58,0,,35344,0.73,0.21,0.04,0.07,0.09,0.08,549.3,194,0.31,79069
13109,"Floyd County, Georgia",34.254872,-85.19838,GA,County,Atlantic-S,9159,24114,34608,14955,0.27,0.7,0,,20500,0.47,0.15,0.01,0.1,0.07,0.21,188.9,510,0.31,41814
13111,"Forsyth County, Georgia",34.210436,-84.12112,GA,County,Atlantic-S,23462,69851,98219,46389,0.24,0.71,0,,34582,0.71,0.03,0.07,0.08,0.12,0.08,783.5,224,0.29,86413
13113,"Franklin County, Georgia",34.378007,-83.17683,GA,County,Atlantic-S,1243,7054,8501,5811,0.15,0.83,0,,18234,0.36,0.09,0.01,0.04,0.03,0.19,84.3,262,0.3,38055
13115,"Fulton County, Georgia",33.779605,-84.41932,GA,County,Atlantic-S,297051,117783,431381,-179268,0.69,0.27,1,,36757,0.73,0.44,0.06,0.07,0.12,0.18,1746.8,527,0.24,55516
13117,"Gilmer County, Georgia",34.680909,-84.46272,GA,County,Atlantic-S,1965,10477,12772,8512,0.15,0.82,0,,21317,0.44,0.01,0,0.1,0.06,0.22,66.3,427,0.3,40010
13119,"Glascock County, Georgia",33.230816,-82.59989,GA,County,Atlantic-S,138,1235,1390,1097,0.1,0.89,0,,17984,0.39,0.09,0,0.02,0.01,0.21,21.4,144,0.29,39643
13121,"Glynn County, Georgia",31.187633,-81.49629,GA,County,Atlantic-S,11775,21512,34201,9737,0.34,0.63,0,,26724,0.58,0.27,0.01,0.06,0.06,0.19,189.6,420,0.26,46737
13123,"Gordon County, Georgia",34.498813,-84.90347,GA,County,Atlantic-S,3181,15191,18958,12010,0.17,0.8,0,,19177,0.39,0.04,0.01,0.14,0.09,0.21,155,356,0.29,43880
13125,"Grady County, Georgia",30.878254,-84.23009,GA,County,Atlantic-S,3013,6053,9213,3040,0.33,0.66,0,,15734,0.36,0.29,0.01,0.11,0.06,0.3,55,455,0.33,35237
13127,"Greene County, Georgia",33.562299,-83.15764,GA,County,Atlantic-S,3199,5490,8852,2291,0.36,0.62,0,,27828,0.46,0.37,0,0.06,0.04,0.22,41.3,387,0.3,42823
13129,"Gwinnett County, Georgia",33.967056,-84.05844,GA,County,Atlantic-S,166153,146989,328307,-19164,0.51,0.45,1,,25932,0.64,0.26,0.1,0.19,0.23,0.14,1872.8,430,0.3,59858
13131,"Habersham County, Georgia",34.57025,-83.53508,GA,County,Atlantic-S,2483,13190,16243,10707,0.15,0.81,0,,18910,0.43,0.04,0.02,0.13,0.08,0.21,155.4,277,0.32,40994
13133,"Hall County, Georgia",34.296799,-83.84295,GA,County,Atlantic-S,16180,51733,70685,35553,0.23,0.73,0,,23645,0.49,0.08,0.02,0.26,0.15,0.19,457.2,393,0.26,52238
13135,"Hancock County, Georgia",33.260235,-83.00647,GA,County,Atlantic-S,2701,843,3580,-1858,0.75,0.24,1,,12381,0.32,0.73,0.01,0.02,0.02,0.31,20,472,0.31,26309
13137,"Haralson County, Georgia",33.761217,-85.19668,GA,County,Atlantic-S,1475,9585,11357,8110,0.13,0.84,0,,19789,0.39,0.05,0.01,0.01,0.01,0.23,102.1,282,0.27,40387
13139,"Harris County, Georgia",32.736893,-84.89683,GA,County,Atlantic-S,4086,11936,16502,7850,0.25,0.72,0,,31482,0.61,0.17,0.01,0.03,0.03,0.08,69,464,0.28,66249
13141,"Hart County, Georgia",34.360857,-82.96851,GA,County,Atlantic-S,2585,7286,10117,4701,0.26,0.72,0,,20371,0.43,0.19,0.01,0.03,0.02,0.25,108.7,232,0.3,38564
13143,"Heard County, Georgia",33.308636,-85.11851,GA,County,Atlantic-S,743,3370,4223,2627,0.18,0.8,0,,18964,0.36,0.11,0.01,0.02,0,0.24,40,296,0.3,41348
13145,"Henry County, Georgia",33.470734,-84.18377,GA,County,Atlantic-S,50057,45724,98759,-4333,0.51,0.46,1,,25299,0.59,0.4,0.03,0.06,0.07,0.11,633.3,322,0.33,60388
13147,"Houston County, Georgia",32.558055,-83.66323,GA,County,Atlantic-S,22553,35430,60074,12877,0.38,0.59,0,,25195,0.59,0.3,0.03,0.06,0.05,0.15,372.1,376,0.31,53027
13149,"Irwin County, Georgia",31.608582,-83.28407,GA,County,Atlantic-S,891,2716,3670,1825,0.24,0.74,0,,18207,0.42,0.27,0.01,0.03,0.01,0.21,26.9,354,0.29,35955
13151,"Jackson County, Georgia",34.146502,-83.5556,GA,County,Atlantic-S,4491,21784,27190,17293,0.17,0.8,0,,23247,0.47,0.07,0.02,0.07,0.04,0.16,177.9,340,0.27,51931
13153,"Jasper County, Georgia",33.341969,-83.69786,GA,County,Atlantic-S,1544,4360,6045,2816,0.26,0.72,0,,21297,0.4,0.22,0,0.04,0.03,0.22,37.8,368,0.29,41818
13155,"Jeff Davis County, Georgia",31.830567,-82.61962,GA,County,Atlantic-S,901,4104,5096,3203,0.18,0.81,0,,17684,0.36,0.16,0.01,0.11,0.05,0.25,45.5,331,0.3,35235
13157,"Jefferson County, Georgia",33.054128,-82.41514,GA,County,Atlantic-S,3821,3063,6968,-758,0.55,0.44,1,,14757,0.3,0.54,0.01,0.03,0.01,0.32,32.2,526,0.35,30835
13159,"Jenkins County, Georgia",32.795782,-81.96865,GA,County,Atlantic-S,1123,1895,3056,772,0.37,0.62,0,,17565,0.38,0.43,0.01,0.05,0.02,0.29,24,347,0.3,30678
13161,"Johnson County, Georgia",32.690626,-82.6538,GA,County,Atlantic-S,1136,2519,3686,1383,0.31,0.68,0,,16807,0.36,0.35,0,0.02,0.02,0.23,32.9,303,0.34,29818
13163,"Jones County, Georgia",32.987856,-83.53974,GA,County,Atlantic-S,3961,8305,12551,4344,0.32,0.66,0,,24485,0.49,0.25,0.01,0.01,0.02,0.17,72.8,394,0.34,51749
13165,"Lamar County, Georgia",33.07754,-84.15785,GA,County,Atlantic-S,2270,5190,7612,2920,0.3,0.68,0,,18800,0.46,0.31,0.01,0.02,0.02,0.19,99.5,184,0.31,40339
13167,"Lanier County, Georgia",31.032253,-83.06486,GA,County,Atlantic-S,806,1984,2871,1178,0.28,0.69,0,,17264,0.48,0.23,0.01,0.05,0.02,0.27,54.5,185,0.33,37113
13169,"Laurens County, Georgia",32.498107,-82.92502,GA,County,Atlantic-S,6752,12411,19530,5659,0.35,0.64,0,,18625,0.37,0.36,0.01,0.02,0.02,0.25,60,807,0.36,35807
13171,"Lee County, Georgia",31.745706,-84.1786,GA,County,Atlantic-S,3170,10646,14143,7476,0.22,0.75,0,,26357,0.56,0.2,0.02,0.02,0.03,0.11,79.5,356,0.31,64533
13173,"Liberty County, Georgia",31.809525,-81.53879,GA,County,Atlantic-S,9556,6134,16143,-3422,0.59,0.38,1,,20791,0.59,0.41,0.02,0.11,0.06,0.19,129.5,490,0.35,41682
13175,"Lincoln County, Georgia",33.798883,-82.456,GA,County,Atlantic-S,1273,2759,4102,1486,0.31,0.67,0,,20641,0.39,0.32,0.01,0.02,0.01,0.27,38.1,210,0.29,39484
13177,"Long County, Georgia",31.764099,-81.76317,GA,County,Atlantic-S,1360,2626,4117,1266,0.33,0.64,0,,17158,0.46,0.26,0.01,0.1,0.04,0.19,36.2,400,0.31,43193
13179,"Lowndes County, Georgia",30.848527,-83.27717,GA,County,Atlantic-S,15064,21635,37805,6571,0.4,0.57,0,,18897,0.54,0.37,0.02,0.05,0.04,0.24,220.2,496,0.31,38887
13181,"Lumpkin County, Georgia",34.541761,-83.99236,GA,County,Atlantic-S,2220,9619,12425,7399,0.18,0.77,0,,20908,0.56,0.02,0.01,0.04,0.03,0.18,105.9,283,0.31,44653
13183,"McDuffie County, Georgia",33.46693,-82.47733,GA,County,Atlantic-S,3699,5432,9268,1733,0.4,0.59,0,,17922,0.39,0.4,0.01,0.03,0.01,0.22,85.1,257,0.33,37413
13185,"McIntosh County, Georgia",31.472512,-81.40898,GA,County,Atlantic-S,2303,3487,5903,1184,0.39,0.59,0,,21484,0.41,0.35,0.01,0.02,0.02,0.15,33.8,424,0.31,37603
13187,"Macon County, Georgia",32.350146,-84.04711,GA,County,Atlantic-S,2705,1540,4287,-1165,0.63,0.36,1,,13865,0.32,0.6,0.02,0.04,0.04,0.29,36.8,401,0.36,29430
13189,"Madison County, Georgia",34.109553,-83.21699,GA,County,Atlantic-S,2425,9201,11998,6776,0.2,0.77,0,,19939,0.41,0.09,0.01,0.04,0.03,0.18,99.7,282,0.32,45557
13191,"Marion County, Georgia",32.369162,-84.53707,GA,County,Atlantic-S,1213,1921,3190,708,0.38,0.6,0,,17479,0.39,0.32,0.01,0.07,0.06,0.21,23.9,366,0.33,36055
13193,"Meriwether County, Georgia",33.002625,-84.65237,GA,County,Atlantic-S,3804,5222,9217,1418,0.41,0.57,0,,18821,0.34,0.39,0.01,0.02,0.01,0.21,43.9,501,0.35,37243
13195,"Miller County, Georgia",31.16618,-84.7338,GA,County,Atlantic-S,623,1891,2544,1268,0.25,0.74,0,,19674,0.41,0.28,0.01,0.02,0.01,0.23,21.7,282,0.3,35276
13197,"Mitchell County, Georgia",31.20716,-84.17156,GA,County,Atlantic-S,3493,4279,7877,786,0.44,0.54,0,,15694,0.34,0.48,0.01,0.05,0.02,0.26,45.9,512,0.34,32711
13199,"Monroe County, Georgia",33.032414,-83.91934,GA,County,Atlantic-S,3571,8832,12687,5261,0.28,0.7,0,,22888,0.45,0.23,0.01,0.02,0.02,0.13,66.7,396,0.32,53542
13201,"Montgomery County, Georgia",32.181044,-82.5248,GA,County,Atlantic-S,847,2670,3576,1823,0.24,0.75,0,,16460,0.37,0.26,0,0.07,0.04,0.25,38,240,0.36,36436
13205,"Morgan County, Georgia",33.59297,-83.49296,GA,County,Atlantic-S,2663,6559,9475,3896,0.28,0.69,0,,25933,0.48,0.23,0.01,0.03,0.02,0.15,51.5,347,0.27,50295
13207,"Murray County, Georgia",34.776038,-84.77209,GA,County,Atlantic-S,1800,10341,12458,8541,0.14,0.83,0,,16449,0.32,0.01,0,0.14,0.08,0.22,115.2,344,0.33,40976
13209,"Muscogee County, Georgia",32.490061,-84.94217,GA,County,Atlantic-S,39851,26976,69029,-12875,0.58,0.39,1,,22856,0.58,0.46,0.02,0.07,0.05,0.2,879.1,216,0.29,41783
13211,"Newton County, Georgia",33.569094,-83.8591,GA,County,Atlantic-S,21943,20913,43986,-1030,0.5,0.48,1,,21484,0.51,0.42,0.01,0.05,0.05,0.15,367.5,272,0.33,48058
13213,"Oconee County, Georgia",33.873241,-83.44694,GA,County,Atlantic-S,5581,13425,20149,7844,0.28,0.67,0,,33801,0.72,0.05,0.03,0.04,0.05,0.09,178.3,184,0.29,80631
13215,"Oglethorpe County, Georgia",33.877055,-83.11148,GA,County,Atlantic-S,1831,4625,6674,2794,0.27,0.69,0,,20493,0.44,0.18,0.01,0.04,0.02,0.16,33.9,439,0.3,46840
13217,"Paulding County, Georgia",33.902776,-84.83111,GA,County,Atlantic-S,18025,44662,64868,26637,0.28,0.69,0,,24168,0.53,0.18,0.01,0.05,0.04,0.11,456.2,312,0.29,63964
13219,"Peach County, Georgia",32.573982,-83.83503,GA,County,Atlantic-S,5100,5413,10752,313,0.47,0.5,0,,19431,0.52,0.45,0.01,0.08,0.06,0.25,184.6,150,0.34,40550
13221,"Pickens County, Georgia",34.461344,-84.43752,GA,County,Atlantic-S,1979,11651,14058,9672,0.14,0.83,0,,26686,0.5,0.01,0.01,0.03,0.03,0.12,126.9,232,0.27,51047
13223,"Pierce County, Georgia",31.344717,-82.21903,GA,County,Atlantic-S,903,6302,7311,5399,0.12,0.86,0,,20001,0.39,0.09,0.01,0.05,0.02,0.21,59.4,316,0.29,40526
13225,"Pike County, Georgia",33.089773,-84.37739,GA,County,Atlantic-S,1240,7278,8725,6038,0.14,0.83,0,,22191,0.5,0.11,0,0.01,0.01,0.11,82.7,216,0.26,50395
13227,"Polk County, Georgia",34.007831,-85.17812,GA,County,Atlantic-S,2867,11014,14215,8147,0.2,0.77,0,,18336,0.37,0.13,0.01,0.13,0.08,0.23,133.8,310,0.35,38847
13229,"Pulaski County, Georgia",32.246506,-83.46742,GA,County,Atlantic-S,1104,2437,3604,1333,0.31,0.68,0,,17781,0.34,0.31,0.01,0.04,0.02,0.16,48.2,249,0.32,36128
13231,"Putnam County, Georgia",33.318579,-83.35432,GA,County,Atlantic-S,2758,6544,9488,3786,0.29,0.69,0,,26321,0.47,0.27,0.01,0.07,0.05,0.14,61.5,345,0.3,42125
13233,"Quitman County, Georgia",31.857712,-85.04724,GA,County,Atlantic-S,461,575,1044,114,0.44,0.55,0,,14201,0.33,0.47,0,0.02,0,0.26,16.6,151,0.34,29477
13235,"Rabun County, Georgia",34.877522,-83.43717,GA,County,Atlantic-S,1444,6287,7992,4843,0.18,0.79,0,,22260,0.51,0.02,0.01,0.08,0.07,0.22,44,370,0.29,38449
13237,"Randolph County, Georgia",31.764054,-84.74535,GA,County,Atlantic-S,1598,1271,2899,-327,0.55,0.44,1,,18094,0.38,0.61,0.01,0.02,0.03,0.25,18,428,0.34,25807
13239,"Richmond County, Georgia",33.429488,-82.02839,GA,County,Atlantic-S,48814,24461,75512,-24353,0.65,0.32,1,,20526,0.52,0.55,0.02,0.04,0.03,0.25,619,324,0.34,36012
13241,"Rockdale County, Georgia",33.65411,-84.02169,GA,County,Atlantic-S,23255,13478,37863,-9777,0.61,0.36,1,,23461,0.56,0.49,0.02,0.1,0.1,0.15,655.5,130,0.36,48287
13243,"Schley County, Georgia",32.246795,-84.32008,GA,County,Atlantic-S,401,1472,1909,1071,0.21,0.77,0,,19037,0.41,0.22,0.01,0.04,0.02,0.22,30,167,0.3,39601
13245,"Screven County, Georgia",32.745608,-81.63206,GA,County,Atlantic-S,2300,3305,5715,1005,0.4,0.58,0,,18640,0.38,0.42,0.01,0.02,0,0.27,22.6,645,0.33,34012
13247,"Seminole County, Georgia",30.956754,-84.86839,GA,County,Atlantic-S,1189,2345,3588,1156,0.33,0.65,0,,17641,0.43,0.33,0.01,0.03,0.01,0.26,37.1,235,0.31,37672
13249,"Spalding County, Georgia",33.255567,-84.27506,GA,County,Atlantic-S,9357,15646,25704,6289,0.36,0.61,0,,19783,0.42,0.33,0.01,0.04,0.03,0.22,326.9,196,0.32,35555
13251,"Stephens County, Georgia",34.556658,-83.28867,GA,County,Atlantic-S,1837,7686,9815,5849,0.19,0.78,0,,18557,0.43,0.11,0.01,0.03,0.02,0.2,146.2,179,0.3,36870
13253,"Stewart County, Georgia",32.086132,-84.81505,GA,County,Atlantic-S,1222,805,2058,-417,0.59,0.39,1,,13238,0.24,0.51,0.01,0.26,0.14,0.31,13.2,459,0.34,27635
13255,"Sumter County, Georgia",32.051968,-84.20296,GA,County,Atlantic-S,5520,5276,10974,-244,0.5,0.48,1,,17879,0.44,0.53,0.01,0.05,0.04,0.32,67.9,483,0.33,34017
13257,"Talbot County, Georgia",32.691576,-84.54452,GA,County,Atlantic-S,2002,1196,3246,-806,0.62,0.37,1,,16993,0.36,0.57,0,0.02,0.01,0.22,17.6,391,0.33,33370
13259,"Taliaferro County, Georgia",33.56832,-82.89488,GA,County,Atlantic-S,545,349,897,-196,0.61,0.39,1,,14381,0.23,0.59,0.01,0.03,0.02,0.3,8.8,195,0.31,28716
13261,"Tattnall County, Georgia",32.049911,-82.0351,GA,County,Atlantic-S,1681,5096,6903,3415,0.24,0.74,0,,15280,0.36,0.3,0.01,0.11,0.05,0.27,53.3,479,0.33,34010
13263,"Taylor County, Georgia",32.549925,-84.22702,GA,County,Atlantic-S,1296,2064,3408,768,0.38,0.61,0,,17078,0.38,0.38,0.01,0.02,0.01,0.28,23.6,377,0.29,32815
13265,"Telfair County, Georgia",32.005072,-82.908,GA,County,Atlantic-S,1313,2450,3796,1137,0.35,0.65,0,,12489,0.25,0.36,0.01,0.14,0.11,0.31,37.8,437,0.31,29244
13267,"Terrell County, Georgia",31.786049,-84.43725,GA,County,Atlantic-S,2267,1874,4189,-393,0.54,0.45,1,,16836,0.33,0.6,0.01,0.02,0.01,0.32,27.8,335,0.32,34604
13269,"Thomas County, Georgia",30.872279,-83.94996,GA,County,Atlantic-S,7142,11228,18802,4086,0.38,0.6,0,,19983,0.47,0.37,0.01,0.03,0.02,0.27,82.1,545,0.34,36973
13271,"Tift County, Georgia",31.458076,-83.51923,GA,County,Atlantic-S,4347,9584,14219,5237,0.31,0.67,0,,18933,0.46,0.3,0.01,0.11,0.06,0.28,154.9,259,0.34,36303
13273,"Toombs County, Georgia",32.176536,-82.36136,GA,County,Atlantic-S,2338,6615,9138,4277,0.26,0.72,0,,18716,0.4,0.26,0.01,0.11,0.05,0.27,74.8,364,0.32,34008
13275,"Towns County, Georgia",34.931235,-83.75882,GA,County,Atlantic-S,1210,5383,6764,4173,0.18,0.8,0,,20419,0.53,0.01,0.01,0.02,0.03,0.16,62.7,167,0.27,39453
13277,"Treutlen County, Georgia",32.395152,-82.57784,GA,County,Atlantic-S,862,1809,2703,947,0.32,0.67,0,,19410,0.33,0.33,0,0.02,0.01,0.26,34.6,199,0.33,32536
13279,"Troup County, Georgia",33.027833,-85.03409,GA,County,Atlantic-S,9713,15750,26110,6037,0.37,0.6,0,,21443,0.47,0.35,0.02,0.03,0.04,0.24,161.9,414,0.3,41141
13281,"Turner County, Georgia",31.707392,-83.62182,GA,County,Atlantic-S,1246,2095,3398,849,0.37,0.62,0,,17609,0.36,0.4,0.01,0.05,0.04,0.22,31.3,285,0.35,32171
13283,"Twiggs County, Georgia",32.65882,-83.39513,GA,County,Atlantic-S,1971,2035,4059,64,0.49,0.5,0,,17952,0.27,0.42,0,0.02,0.01,0.29,25.2,358,0.33,36886
13285,"Union County, Georgia",34.856402,-84.00939,GA,County,Atlantic-S,1963,9852,12063,7889,0.16,0.82,0,,22156,0.52,0.01,0,0.03,0.02,0.18,66.3,322,0.27,40667
13287,"Upson County, Georgia",32.897982,-84.31615,GA,County,Atlantic-S,3475,7292,10934,3817,0.32,0.67,0,,17978,0.42,0.28,0.01,0.03,0.02,0.21,84.1,323,0.32,34867
